Item Code,Part Code,Old Item Code,Item Name,Category,Material Process Sources,Preferred Vendors,Preferred Vendor Names,Unit,Purchase UOM,Conversion Factor,In-House Stock,External Stock,Min Stock Qty,Min Order Qty,Unit Price,Lead Time in Days,Location,QC Trigger,Test Report Required,Weight (Kg),Specification
7220100100,7220100100,G-10051,DU BUSH - 30 X 34 X 25 LG,BO,Bought out,VEN0000011,Kabra Extrusion & Machine Tools,NOS,NOS,1,10,0,5,1,2500,10,Central Store,ON_GRN,TRUE,1.5,Standard BO specification for DU BUSH - 30 X 34 X 25 LG
7220100200,7220100200,G-10057,DU BUSH - 60 X 65 X 60 LG,BO,Bought out,VEN0000011,Kabra Extrusion & Machine Tools,NOS,NOS,1,10,0,5,1,2500,10,Central Store,ON_GRN,TRUE,1.5,Standard BO specification for DU BUSH - 60 X 65 X 60 LG
7220100300,7220100300,G-10058,DU BUSH - 70 X 75 X 70 LG,BO,Bought out,VEN0000011,Kabra Extrusion & Machine Tools,NOS,NOS,1,10,0,5,1,2500,10,Central Store,ON_GRN,TRUE,1.5,Standard BO specification for DU BUSH - 70 X 75 X 70 LG
7000102400,7000102400,,FASTENER KIT BARREL PLATE ASSY - 1520,BO,In-house,,,SET,SET,1,10,0,5,1,85000,14,Sub-Assembly Area,DURING_ASSEMBLY,FALSE,1.5,Standard BO specification for FASTENER KIT BARREL PLATE ASSY - 1520
7000102700,7000102700,,FASTENER KIT BARREL PLATE ASSY - 2350,BO,In-house,,,SET,SET,1,10,0,5,1,85000,14,Sub-Assembly Area,DURING_ASSEMBLY,FALSE,1.5,Standard BO specification for FASTENER KIT BARREL PLATE ASSY - 2350
7000100400,7000100400,,FASTENER KIT BARREL PLATE ASSY - 280,BO,In-house,,,SET,SET,1,10,0,5,1,85000,14,Sub-Assembly Area,DURING_ASSEMBLY,FALSE,1.5,Standard BO specification for FASTENER KIT BARREL PLATE ASSY - 280
7000100900,7000100900,,FASTENER KIT BARREL PLATE ASSY - 420,BO,In-house,,,SET,SET,1,10,0,5,1,85000,14,Sub-Assembly Area,DURING_ASSEMBLY,FALSE,1.5,Standard BO specification for FASTENER KIT BARREL PLATE ASSY - 420
7000101400,7000101400,,FASTENER KIT BARREL PLATE ASSY - 635,BO,In-house,,,SET,SET,1,10,0,5,1,85000,14,Sub-Assembly Area,DURING_ASSEMBLY,FALSE,1.5,Standard BO specification for FASTENER KIT BARREL PLATE ASSY - 635
7000101900,7000101900,,FASTENER KIT BARREL PLATE ASSY - 905,BO,In-house,,,SET,SET,1,10,0,5,1,85000,14,Sub-Assembly Area,DURING_ASSEMBLY,FALSE,1.5,Standard BO specification for FASTENER KIT BARREL PLATE ASSY - 905
7000102500,7000102500,,FASTENER KIT BEARING HOUSING ASSY - 1520,BO,In-house,,,SET,SET,1,10,0,5,1,85000,14,Sub-Assembly Area,DURING_ASSEMBLY,FALSE,1.5,Standard BO specification for FASTENER KIT BEARING HOUSING ASSY - 1520
7000102800,7000102800,,FASTENER KIT BEARING HOUSING ASSY - 2350,BO,In-house,,,SET,SET,1,10,0,5,1,85000,14,Sub-Assembly Area,DURING_ASSEMBLY,FALSE,1.5,Standard BO specification for FASTENER KIT BEARING HOUSING ASSY - 2350
7000100500,7000100500,,FASTENER KIT BEARING HOUSING ASSY - 280,BO,In-house,,,SET,SET,1,10,0,5,1,85000,14,Sub-Assembly Area,DURING_ASSEMBLY,FALSE,1.5,Standard BO specification for FASTENER KIT BEARING HOUSING ASSY - 280
7000101000,7000101000,,FASTENER KIT BEARING HOUSING ASSY - 420,BO,In-house,,,SET,SET,1,10,0,5,1,85000,14,Sub-Assembly Area,DURING_ASSEMBLY,FALSE,1.5,Standard BO specification for FASTENER KIT BEARING HOUSING ASSY - 420
7000101500,7000101500,,FASTENER KIT BEARING HOUSING ASSY - 635,BO,In-house,,,SET,SET,1,10,0,5,1,85000,14,Sub-Assembly Area,DURING_ASSEMBLY,FALSE,1.5,Standard BO specification for FASTENER KIT BEARING HOUSING ASSY - 635
7000102000,7000102000,,FASTENER KIT BEARING HOUSING ASSY - 905,BO,In-house,,,SET,SET,1,10,0,5,1,85000,14,Sub-Assembly Area,DURING_ASSEMBLY,FALSE,1.5,Standard BO specification for FASTENER KIT BEARING HOUSING ASSY - 905
7000102300,7000102300,,FASTENER KIT INJECTION UNIT - 1520,BO,In-house,,,SET,SET,1,10,0,5,1,85000,14,Sub-Assembly Area,DURING_ASSEMBLY,FALSE,1.5,Standard BO specification for FASTENER KIT INJECTION UNIT - 1520
7000102600,7000102600,,FASTENER KIT INJECTION UNIT - 2350,BO,In-house,,,SET,SET,1,10,0,5,1,85000,14,Sub-Assembly Area,DURING_ASSEMBLY,FALSE,1.5,Standard BO specification for FASTENER KIT INJECTION UNIT - 2350
7000100300,7000100300,,FASTENER KIT INJECTION UNIT - 280,BO,In-house,,,SET,SET,1,10,0,5,1,85000,14,Sub-Assembly Area,DURING_ASSEMBLY,FALSE,1.5,Standard BO specification for FASTENER KIT INJECTION UNIT - 280
7000100800,7000100800,,FASTENER KIT INJECTION UNIT - 420,BO,In-house,,,SET,SET,1,10,0,5,1,85000,14,Sub-Assembly Area,DURING_ASSEMBLY,FALSE,1.5,Standard BO specification for FASTENER KIT INJECTION UNIT - 420
7000101300,7000101300,,FASTENER KIT INJECTION UNIT - 635,BO,In-house,,,SET,SET,1,10,0,5,1,85000,14,Sub-Assembly Area,DURING_ASSEMBLY,FALSE,1.5,Standard BO specification for FASTENER KIT INJECTION UNIT - 635
7000101800,7000101800,,FASTENER KIT INJECTION UNIT - 905,BO,In-house,,,SET,SET,1,10,0,5,1,85000,14,Sub-Assembly Area,DURING_ASSEMBLY,FALSE,1.5,Standard BO specification for FASTENER KIT INJECTION UNIT - 905
7230063100,7230063100,J-10307,GLIDE RING - 100 X 84.5 X 6.3,BO,Bought out,VEN0000011,Kabra Extrusion & Machine Tools,NOS,NOS,1,10,0,5,1,2500,10,Central Store,ON_GRN,TRUE,1.5,Standard BO specification for GLIDE RING - 100 X 84.5 X 6.3
7230063110,7230063110,J-10308,GLIDE RING - 110 X 94.5 X 6.3,BO,Bought out,VEN0000011,Kabra Extrusion & Machine Tools,NOS,NOS,1,10,0,5,1,2500,10,Central Store,ON_GRN,TRUE,1.5,Standard BO specification for GLIDE RING - 110 X 94.5 X 6.3
7230063125,7230063125,J-10309,GLIDE RING - 125 X 109.5 X 6.3,BO,Bought out,VEN0000011,Kabra Extrusion & Machine Tools,NOS,NOS,1,10,0,5,1,2500,10,Central Store,ON_GRN,TRUE,1.5,Standard BO specification for GLIDE RING - 125 X 109.5 X 6.3
7230063140,7230063140,J-10310,GLIDE RING - 140 X 124.5 X 6.3,BO,Bought out,VEN0000011,Kabra Extrusion & Machine Tools,NOS,NOS,1,10,0,5,1,2500,10,Central Store,ON_GRN,TRUE,1.5,Standard BO specification for GLIDE RING - 140 X 124.5 X 6.3
7230081165,7230081165,J-10311,GLIDE RING - 165 X 144 X 8.1,BO,Bought out,VEN0000011,Kabra Extrusion & Machine Tools,NOS,NOS,1,10,0,5,1,2500,10,Central Store,ON_GRN,TRUE,1.5,Standard BO specification for GLIDE RING - 165 X 144 X 8.1
7230081190,7230081190,J-10312,GLIDE RING - 190 X 169 X 8.1,BO,Bought out,VEN0000011,Kabra Extrusion & Machine Tools,NOS,NOS,1,10,0,5,1,2500,10,Central Store,ON_GRN,TRUE,1.5,Standard BO specification for GLIDE RING - 190 X 169 X 8.1
7240097105,7240097105,J-10216,GUIDE RING - 105 X 110 X 9.7,BO,Bought out,VEN0000011,Kabra Extrusion & Machine Tools,NOS,NOS,1,10,0,5,1,2500,10,Central Store,ON_GRN,TRUE,1.5,Standard BO specification for GUIDE RING - 105 X 110 X 9.7
7240097120,7240097120,J-10217,GUIDE RING - 120X125X9.7,BO,Bought out,VEN0000011,Kabra Extrusion & Machine Tools,NOS,NOS,1,10,0,5,1,2500,10,Central Store,ON_GRN,TRUE,1.5,Standard BO specification for GUIDE RING - 120X125X9.7
7240097135,7240097135,J-10218,GUIDE RING - 135 X 140 X 9.7,BO,Bought out,VEN0000011,Kabra Extrusion & Machine Tools,NOS,NOS,1,10,0,5,1,2500,10,Central Store,ON_GRN,TRUE,1.5,Standard BO specification for GUIDE RING - 135 X 140 X 9.7
7240015160,7240015160,J-10219,GUIDE RING - 160 X 165 X 15,BO,Bought out,VEN0000011,Kabra Extrusion & Machine Tools,NOS,NOS,1,10,0,5,1,2500,10,Central Store,ON_GRN,TRUE,1.5,Standard BO specification for GUIDE RING - 160 X 165 X 15
7240015185,7240015185,J-10220,GUIDE RING - 185 X 190 X 15,BO,Bought out,VEN0000011,Kabra Extrusion & Machine Tools,NOS,NOS,1,10,0,5,1,2500,10,Central Store,ON_GRN,TRUE,1.5,Standard BO specification for GUIDE RING - 185 X 190 X 15
7240097050,7240097050,J-10204,GUIDE RING - 50 X 55 X 9.7,BO,Bought out,VEN0000011,Kabra Extrusion & Machine Tools,NOS,NOS,1,10,0,5,1,2500,10,Central Store,ON_GRN,TRUE,1.5,Standard BO specification for GUIDE RING - 50 X 55 X 9.7
7240097060,7240097060,J-10221,GUIDE RING - 60 X 65 X 9.7,BO,Bought out,VEN0000011,Kabra Extrusion & Machine Tools,NOS,NOS,1,10,0,5,1,2500,10,Central Store,ON_GRN,TRUE,1.5,Standard BO specification for GUIDE RING - 60 X 65 X 9.7
7240015060,7240015060,J-10210,GUIDE RING - 60 X6 5 X 15,BO,Bought out,VEN0000011,Kabra Extrusion & Machine Tools,NOS,NOS,1,10,0,5,1,2500,10,Central Store,ON_GRN,TRUE,1.5,Standard BO specification for GUIDE RING - 60 X6 5 X 15
7240015070,7240015070,J-10211,GUIDE RING - 70 X 75 X 15,BO,Bought out,VEN0000011,Kabra Extrusion & Machine Tools,NOS,NOS,1,10,0,5,1,2500,10,Central Store,ON_GRN,TRUE,1.5,Standard BO specification for GUIDE RING - 70 X 75 X 15
7240097070,7240097070,J-10222,GUIDE RING - 70 X 75 X 9.7,BO,Bought out,VEN0000011,Kabra Extrusion & Machine Tools,NOS,NOS,1,10,0,5,1,2500,10,Central Store,ON_GRN,TRUE,1.5,Standard BO specification for GUIDE RING - 70 X 75 X 9.7
7240015075,7240015075,J-10212,GUIDE RING - 75 X 80 X 15,BO,Bought out,VEN0000011,Kabra Extrusion & Machine Tools,NOS,NOS,1,10,0,5,1,2500,10,Central Store,ON_GRN,TRUE,1.5,Standard BO specification for GUIDE RING - 75 X 80 X 15
7240097075,7240097075,J-10208,GUIDE RING - 75 X 80 X 9.7,BO,Bought out,VEN0000011,Kabra Extrusion & Machine Tools,NOS,NOS,1,10,0,5,1,2500,10,Central Store,ON_GRN,TRUE,1.5,Standard BO specification for GUIDE RING - 75 X 80 X 9.7
7240015080,7240015080,J-10213,GUIDE RING - 80 X 85 X 15,BO,Bought out,VEN0000011,Kabra Extrusion & Machine Tools,NOS,NOS,1,10,0,5,1,2500,10,Central Store,ON_GRN,TRUE,1.5,Standard BO specification for GUIDE RING - 80 X 85 X 15
7240097080,7240097080,J-10209,GUIDE RING - 80 X 85 X 9.7,BO,Bought out,VEN0000011,Kabra Extrusion & Machine Tools,NOS,NOS,1,10,0,5,1,2500,10,Central Store,ON_GRN,TRUE,1.5,Standard BO specification for GUIDE RING - 80 X 85 X 9.7
7240097095,7240097095,J-10215,GUIDE RING - 95 X 100 X 9.7,BO,Bought out,VEN0000011,Kabra Extrusion & Machine Tools,NOS,NOS,1,10,0,5,1,2500,10,Central Store,ON_GRN,TRUE,1.5,Standard BO specification for GUIDE RING - 95 X 100 X 9.7
7340100100,7340100100,G-10008,HYDRAULIC PIPE CLAMP - 20 MM,BO,Bought out,VEN0000011,Kabra Extrusion & Machine Tools,NOS,NOS,1,10,0,5,1,2500,10,Central Store,ON_GRN,TRUE,1.5,Standard BO specification for HYDRAULIC PIPE CLAMP - 20 MM
7340100200,7340100200,,HYDRAULIC PIPE CLAMP - 25 MM,BO,Bought out,VEN0000011,Kabra Extrusion & Machine Tools,NOS,NOS,1,10,0,5,1,2500,10,Central Store,ON_GRN,TRUE,1.5,Standard BO specification for HYDRAULIC PIPE CLAMP - 25 MM
7340100300,7340100300,,HYDRAULIC PIPE CLAMP - 30 MM,BO,Bought out,VEN0000011,Kabra Extrusion & Machine Tools,NOS,NOS,1,10,0,5,1,2500,10,Central Store,ON_GRN,TRUE,1.5,Standard BO specification for HYDRAULIC PIPE CLAMP - 30 MM
6220200100,6220200100,E-10152,LIMIT SWITCH ROLLER LEVER - FTN-139Z11,BO,Bought out,VEN0000011,Kabra Extrusion & Machine Tools,NOS,NOS,1,10,0,5,1,2500,10,Central Store,ON_GRN,TRUE,1.5,Standard BO specification for LIMIT SWITCH ROLLER LEVER - FTN-139Z11
6220100100,6220100100,E-10151,LIMIT SWITCH SNAP ACTION - PC 603,BO,Bought out,VEN0000011,Kabra Extrusion & Machine Tools,NOS,NOS,1,10,0,5,1,2500,10,Central Store,ON_GRN,TRUE,1.5,Standard BO specification for LIMIT SWITCH SNAP ACTION - PC 603
6210100100,6210100100,E-10005,LINEAR LT-M-100,BO,Bought out,VEN0000009,Siemens Automation & Drives Ltd,NOS,NOS,1,10,0,5,1,28000,14,Electrical Store E-01,ON_GRN,TRUE,1.5,Standard BO specification for LINEAR LT-M-100
6210100130,6210100130,E-10006,LINEAR LT-M-130,BO,Bought out,VEN0000009,Siemens Automation & Drives Ltd,NOS,NOS,1,10,0,5,1,28000,14,Electrical Store E-01,ON_GRN,TRUE,1.5,Standard BO specification for LINEAR LT-M-130
6210100150,6210100150,,LINEAR LT-M-150,BO,Bought out,VEN0000009,Siemens Automation & Drives Ltd,NOS,NOS,1,10,0,5,1,28000,14,Electrical Store E-01,ON_GRN,TRUE,1.5,Standard BO specification for LINEAR LT-M-150
6210100175,6210100175,E-10008,LINEAR LT-M-175,BO,Bought out,VEN0000009,Siemens Automation & Drives Ltd,NOS,NOS,1,10,0,5,1,28000,14,Electrical Store E-01,ON_GRN,TRUE,1.5,Standard BO specification for LINEAR LT-M-175
6210100200,6210100200,E-10009,LINEAR LT-M-200,BO,Bought out,VEN0000009,Siemens Automation & Drives Ltd,NOS,NOS,1,10,0,5,1,28000,14,Electrical Store E-01,ON_GRN,TRUE,1.5,Standard BO specification for LINEAR LT-M-200
6210100225,6210100225,E-10010,LINEAR LT-M-225,BO,Bought out,VEN0000009,Siemens Automation & Drives Ltd,NOS,NOS,1,10,0,5,1,28000,14,Electrical Store E-01,ON_GRN,TRUE,1.5,Standard BO specification for LINEAR LT-M-225
6210100275,6210100275,E-10011,LINEAR LT-M-275,BO,Bought out,VEN0000009,Siemens Automation & Drives Ltd,NOS,NOS,1,10,0,5,1,28000,14,Electrical Store E-01,ON_GRN,TRUE,1.5,Standard BO specification for LINEAR LT-M-275
6210100300,6210100300,E-10012,LINEAR LT-M-300,BO,Bought out,VEN0000009,Siemens Automation & Drives Ltd,NOS,NOS,1,10,0,5,1,28000,14,Electrical Store E-01,ON_GRN,TRUE,1.5,Standard BO specification for LINEAR LT-M-300
6210100350,6210100350,E-10014,LINEAR LT-M-350,BO,Bought out,VEN0000009,Siemens Automation & Drives Ltd,NOS,NOS,1,10,0,5,1,28000,14,Electrical Store E-01,ON_GRN,TRUE,1.5,Standard BO specification for LINEAR LT-M-350
6210100375,6210100375,E-10015,LINEAR LT-M-375,BO,Bought out,VEN0000009,Siemens Automation & Drives Ltd,NOS,NOS,1,10,0,5,1,28000,14,Electrical Store E-01,ON_GRN,TRUE,1.5,Standard BO specification for LINEAR LT-M-375
6210100425,6210100425,E-10017,LINEAR LT-M-450,BO,Bought out,VEN0000009,Siemens Automation & Drives Ltd,NOS,NOS,1,10,0,5,1,28000,14,Electrical Store E-01,ON_GRN,TRUE,1.5,Standard BO specification for LINEAR LT-M-450
7330200100,7330200100,,MOTOR MOUNTING PAD Ø60 X M10 X 40LG,BO,Bought out,VEN0000009,Siemens Automation & Drives Ltd,NOS,NOS,1,10,0,5,1,28000,14,Electrical Store E-01,ON_GRN,TRUE,1.5,Standard BO specification for MOTOR MOUNTING PAD Ø60 X M10 X 40LG
7290005100,7290005100,J-10114,O RING - 100 X 5 (O RING-100.97X5.33),BO,Bought out,VEN0000011,Kabra Extrusion & Machine Tools,NOS,NOS,1,10,0,5,1,2500,10,Central Store,ON_GRN,TRUE,1.5,Standard BO specification for O RING - 100 X 5 (O RING-100.97X5.33)
7290005115,7290005115,,O RING - 115 X 5 (O RING- 113.84X5.33),BO,Bought out,VEN0000011,Kabra Extrusion & Machine Tools,NOS,NOS,1,10,0,5,1,2500,10,Central Store,ON_GRN,TRUE,1.5,Standard BO specification for O RING - 115 X 5 (O RING- 113.84X5.33)
7290005130,7290005130,J-10116,O RING - 130 X 5 (O RING- 129.54X5.33),BO,Bought out,VEN0000011,Kabra Extrusion & Machine Tools,NOS,NOS,1,10,0,5,1,2500,10,Central Store,ON_GRN,TRUE,1.5,Standard BO specification for O RING - 130 X 5 (O RING- 129.54X5.33)
7290006150,7290006150,J-10117,O RING - 150 X 6 (O RING-151.77 X5.33),BO,Bought out,VEN0000011,Kabra Extrusion & Machine Tools,NOS,NOS,1,10,0,5,1,2500,10,Central Store,ON_GRN,TRUE,1.5,Standard BO specification for O RING - 150 X 6 (O RING-151.77 X5.33)
7290006175,7290006175,J-10118,O RING - 175 X 6 (O RING-177.17 X5.33),BO,Bought out,VEN0000011,Kabra Extrusion & Machine Tools,NOS,NOS,1,10,0,5,1,2500,10,Central Store,ON_GRN,TRUE,1.5,Standard BO specification for O RING - 175 X 6 (O RING-177.17 X5.33)
7290003040,7290003040,J-10104,O RING - 40 X 3 (O RING- 45.69X2.62),BO,Bought out,VEN0000011,Kabra Extrusion & Machine Tools,NOS,NOS,1,10,0,5,1,2500,10,Central Store,ON_GRN,TRUE,1.5,Standard BO specification for O RING - 40 X 3 (O RING- 45.69X2.62)
7290004050,7290004050,J-10105,O RING - 50 X 4 (O RING- 53.57X3.53),BO,Bought out,VEN0000011,Kabra Extrusion & Machine Tools,NOS,NOS,1,10,0,5,1,2500,10,Central Store,ON_GRN,TRUE,1.5,Standard BO specification for O RING - 50 X 4 (O RING- 53.57X3.53)
7290004060,7290004060,J-10107,O RING - 60 X 4 (63.09X3.53),BO,Bought out,VEN0000011,Kabra Extrusion & Machine Tools,NOS,NOS,1,10,0,5,1,2500,10,Central Store,ON_GRN,TRUE,1.5,Standard BO specification for O RING - 60 X 4 (63.09X3.53)
7290004065,7290004065,J-10108,O RING - 65 X 4 (O RING- 69.44X3.53),BO,Bought out,VEN0000011,Kabra Extrusion & Machine Tools,NOS,NOS,1,10,0,5,1,2500,10,Central Store,ON_GRN,TRUE,1.5,Standard BO specification for O RING - 65 X 4 (O RING- 69.44X3.53)
7290004070,7290004070,J-10109,O RING - 70 X 4 (O RING- 72.62X3.53),BO,Bought out,VEN0000011,Kabra Extrusion & Machine Tools,NOS,NOS,1,10,0,5,1,2500,10,Central Store,ON_GRN,TRUE,1.5,Standard BO specification for O RING - 70 X 4 (O RING- 72.62X3.53)
7290005090,7290005090,J-10122,O RING - 90 X 5 (O RING-91.67X3.53),BO,Bought out,VEN0000011,Kabra Extrusion & Machine Tools,NOS,NOS,1,10,0,5,1,2500,10,Central Store,ON_GRN,TRUE,1.5,Standard BO specification for O RING - 90 X 5 (O RING-91.67X3.53)
6030100200,6030100200,,PANEL SERVO-110 B&R,BO,Bought out,VEN0000009,Siemens Automation & Drives Ltd,NOS,NOS,1,10,0,5,1,28000,14,Electrical Store E-01,ON_GRN,TRUE,1.5,Standard BO specification for PANEL SERVO-110 B&R
6030100300,6030100300,,PANEL SERVO-140 B&R,BO,Bought out,VEN0000009,Siemens Automation & Drives Ltd,NOS,NOS,1,10,0,5,1,28000,14,Electrical Store E-01,ON_GRN,TRUE,1.5,Standard BO specification for PANEL SERVO-140 B&R
6030100400,6030100400,,PANEL SERVO-170 B&R,BO,Bought out,VEN0000009,Siemens Automation & Drives Ltd,NOS,NOS,1,10,0,5,1,28000,14,Electrical Store E-01,ON_GRN,TRUE,1.5,Standard BO specification for PANEL SERVO-170 B&R
6030100500,6030100500,,PANEL SERVO-200 B&R,BO,Bought out,VEN0000009,Siemens Automation & Drives Ltd,NOS,NOS,1,10,0,5,1,28000,14,Electrical Store E-01,ON_GRN,TRUE,1.5,Standard BO specification for PANEL SERVO-200 B&R
6020100100,6020100100,E-10176,PANEL SERVO-90 B&R,BO,Bought out,VEN0000009,Siemens Automation & Drives Ltd,NOS,NOS,1,10,0,5,1,28000,14,Electrical Store E-01,ON_GRN,TRUE,1.5,Standard BO specification for PANEL SERVO-90 B&R
6030100100,6030100100,,PANEL SERVO-90-280 B&R,BO,Bought out,VEN0000009,Siemens Automation & Drives Ltd,NOS,NOS,1,10,0,5,1,28000,14,Electrical Store E-01,ON_GRN,TRUE,1.5,Standard BO specification for PANEL SERVO-90-280 B&R
6180200100,6180200100,D-10110,PILOT OPERATED CHECK VALVE - MCIV-06-01 (PRISM HYD),BO,Bought out,VEN0000008,Yuken India Hydraulics Pvt Ltd,NOS,NOS,1,10,0,5,1,14500,12,Hydraulics Bay H-01,ON_GRN,TRUE,1.5,Standard BO specification for PILOT OPERATED CHECK VALVE - MCIV-06-01 (PRISM HYD)
6180100100,6180100100,D-10101,PILOT OPERATED CHECK VALVE - MPA-01-4-40H01 (YUKEN),BO,Bought out,VEN0000008,Yuken India Hydraulics Pvt Ltd,NOS,NOS,1,10,0,5,1,14500,12,Hydraulics Bay H-01,ON_GRN,TRUE,1.5,Standard BO specification for PILOT OPERATED CHECK VALVE - MPA-01-4-40H01 (YUKEN)
7910500100,7910500100,,PLASTIC CAN HDPE-3 LITER (WHITE),BO,Bought out,VEN0000011,Kabra Extrusion & Machine Tools,NOS,NOS,1,10,0,5,1,2500,10,Central Store,ON_GRN,TRUE,1.5,Standard BO specification for PLASTIC CAN HDPE-3 LITER (WHITE)
6240100100,6240100100,D-10201,"PRESSURE GAUG 0-420 BAR BACK CONNECTION (2-1/2"")",BO,Bought out,VEN0000011,Kabra Extrusion & Machine Tools,NOS,NOS,1,10,0,5,1,2500,10,Central Store,ON_GRN,TRUE,1.5,"Standard BO specification for PRESSURE GAUG 0-420 BAR BACK CONNECTION (2-1/2"")"
6170100100,6170100100,D-10302,PRESSURE RELIEF VALVE - BG-03-HP32 (YUKEN),BO,Bought out,VEN0000008,Yuken India Hydraulics Pvt Ltd,NOS,NOS,1,10,0,5,1,14500,12,Hydraulics Bay H-01,ON_GRN,TRUE,1.5,Standard BO specification for PRESSURE RELIEF VALVE - BG-03-HP32 (YUKEN)
6170100200,6170100200,D-10301,PRESSURE RELIEF VALVE - BG-06-P32 (YUKEN),BO,Bought out,VEN0000008,Yuken India Hydraulics Pvt Ltd,NOS,NOS,1,10,0,5,1,14500,12,Hydraulics Bay H-01,ON_GRN,TRUE,1.5,Standard BO specification for PRESSURE RELIEF VALVE - BG-06-P32 (YUKEN)
7270072090,7270072090,,PU WIPER SEAL  - 90 X 102.2 X 7.2/12,BO,Bought out,VEN0000010,Polymer Seal & O-Ring Industries,NOS,NOS,1,10,0,5,1,850,7,Standard Bought-out Store,ON_GRN,TRUE,1.5,Standard BO specification for PU WIPER SEAL  - 90 X 102.2 X 7.2/12
7270053060,7270053060,J-10005,PU WIPER SEAL - 60 X 68.6 X 5.3/7,BO,Bought out,VEN0000010,Polymer Seal & O-Ring Industries,NOS,NOS,1,10,0,5,1,850,7,Standard Bought-out Store,ON_GRN,TRUE,1.5,Standard BO specification for PU WIPER SEAL - 60 X 68.6 X 5.3/7
7270053065,7270053065,J-10006,PU WIPER SEAL - 65 X 73.6 X 5.3/7,BO,Bought out,VEN0000010,Polymer Seal & O-Ring Industries,NOS,NOS,1,10,0,5,1,850,7,Standard Bought-out Store,ON_GRN,TRUE,1.5,Standard BO specification for PU WIPER SEAL - 65 X 73.6 X 5.3/7
7270053070,7270053070,J-10007,PU WIPER SEAL - 70 X 78.6 X 5.3/7,BO,Bought out,VEN0000010,Polymer Seal & O-Ring Industries,NOS,NOS,1,10,0,5,1,850,7,Standard Bought-out Store,ON_GRN,TRUE,1.5,Standard BO specification for PU WIPER SEAL - 70 X 78.6 X 5.3/7
