ItemCode,InHouseStock,ExternalStock,Location,UnitPrice,MinStockQty
4110000300,5,0,Sub-Assembly Area,1200,2
4110008900,5,0,Sub-Assembly Area,1200,2
4110000400,5,0,Sub-Assembly Area,1200,2
4110000500,5,0,Sub-Assembly Area,1200,2
4110009000,5,0,Sub-Assembly Area,1200,2
4110000600,5,0,Sub-Assembly Area,1200,2
4110009100,5,0,Sub-Assembly Area,1200,2
4110000700,5,0,Sub-Assembly Area,1200,2
4110009200,5,0,Sub-Assembly Area,1200,2
4110000800,5,0,Sub-Assembly Area,1200,2
4110009300,5,0,Sub-Assembly Area,1200,2
4110000900,5,0,Sub-Assembly Area,1200,2
4110009400,5,0,Sub-Assembly Area,1200,2
4110001000,5,0,Sub-Assembly Area,1200,2
4110009500,5,0,Sub-Assembly Area,1200,2
4110001100,5,0,Sub-Assembly Area,1200,2
4110009600,5,0,Sub-Assembly Area,1200,2
4110001200,5,0,Sub-Assembly Area,1200,2
4110001300,5,0,Sub-Assembly Area,1200,2
4110009700,5,0,Sub-Assembly Area,1200,2
4110001400,5,0,Sub-Assembly Area,1200,2
4110009800,5,0,Sub-Assembly Area,1200,2
4110001500,5,0,Sub-Assembly Area,1200,2
4110009900,5,0,Sub-Assembly Area,1200,2
4110001600,5,0,Sub-Assembly Area,1200,2
4110010000,5,0,Sub-Assembly Area,1200,2
4110001700,5,0,Sub-Assembly Area,1200,2
4110010100,5,0,Sub-Assembly Area,1200,2
4110001800,5,0,Sub-Assembly Area,1200,2
4110010200,5,0,Sub-Assembly Area,1200,2
4110001900,5,0,Sub-Assembly Area,1200,2
4110010300,5,0,Sub-Assembly Area,1200,2
4110002000,5,0,Sub-Assembly Area,1200,2
4110010400,5,0,Sub-Assembly Area,1200,2
4110002100,5,0,Sub-Assembly Area,1200,2
4110002200,5,0,Sub-Assembly Area,1200,2
4110002300,5,0,Sub-Assembly Area,1200,2
4110010500,5,0,Sub-Assembly Area,1200,2
4110002400,5,0,Sub-Assembly Area,1200,2
4110002500,5,0,Sub-Assembly Area,1200,2
4010100200,5,0,Sub-Assembly Area,1200,2
4010100300,5,0,Sub-Assembly Area,1200,2
4020100100,5,0,Sub-Assembly Area,1200,2
4020100200,5,0,Sub-Assembly Area,1200,2
4010100800,5,0,Sub-Assembly Area,1200,2
4010100900,5,0,Sub-Assembly Area,1200,2
4030100100,5,0,Sub-Assembly Area,1200,2
4030100200,5,0,Sub-Assembly Area,1200,2
4030200100,5,0,Sub-Assembly Area,1200,2
4040100100,5,0,Sub-Assembly Area,1200,2
4040100200,5,0,Sub-Assembly Area,1200,2
4040100700,5,0,Sub-Assembly Area,1200,2
4040100800,5,0,Sub-Assembly Area,1200,2
4040200100,5,0,Sub-Assembly Area,1200,2
4040200200,5,0,Sub-Assembly Area,1200,2
4040200700,5,0,Sub-Assembly Area,1200,2
4040200800,5,0,Sub-Assembly Area,1200,2
7220100100,5,0,Bought-out Bay,1200,2
7270053065,5,0,Bought-out Bay,1200,2
7270053070,5,0,Bought-out Bay,1200,2
7190105900,5,0,Bought-out Bay,1200,2
6110100100,5,0,Bought-out Bay,1200,2
2000210100,5,0,Sub-Assembly Area,1200,2
2000210400,5,0,Sub-Assembly Area,1200,2
2000210200,5,0,Sub-Assembly Area,1200,2
2000210500,5,0,Sub-Assembly Area,1200,2
2000210300,5,0,Sub-Assembly Area,1200,2
7000100300,5,0,Bought-out Bay,1200,2
7000100800,5,0,Bought-out Bay,1200,2
4020100700,5,0,Sub-Assembly Area,1200,2
4110002600,5,0,Sub-Assembly Area,1200,2
4110002700,5,0,Sub-Assembly Area,1200,2
4110010600,5,0,Sub-Assembly Area,1200,2
4110002800,5,0,Sub-Assembly Area,1200,2
7000100400,5,0,Bought-out Bay,1200,2
7000100900,5,0,Bought-out Bay,1200,2
4110002900,5,0,Sub-Assembly Area,1200,2
4110010700,5,0,Sub-Assembly Area,1200,2
4110003000,5,0,Sub-Assembly Area,1200,2
4110010800,5,0,Sub-Assembly Area,1200,2
4110003100,5,0,Sub-Assembly Area,1200,2
4110010900,5,0,Sub-Assembly Area,1200,2
4110003200,5,0,Sub-Assembly Area,1200,2
4110011000,5,0,Sub-Assembly Area,1200,2
4110003300,5,0,Sub-Assembly Area,1200,2
4110011100,5,0,Sub-Assembly Area,1200,2
4110003400,5,0,Sub-Assembly Area,1200,2
7220100200,5,0,Bought-out Bay,1200,2
7230063100,5,0,Bought-out Bay,1200,2
7230063110,5,0,Bought-out Bay,1200,2
7240097095,5,0,Bought-out Bay,1200,2
7240097105,5,0,Bought-out Bay,1200,2
7240097050,5,0,Bought-out Bay,1200,2
7250042050,5,0,Bought-out Bay,1200,2
7260073050,5,0,Bought-out Bay,1200,2
7270053050,5,0,Bought-out Bay,1200,2
7290003040,5,0,Bought-out Bay,1200,2
7290005090,5,0,Bought-out Bay,1200,2
7290005100,5,0,Bought-out Bay,1200,2
7000100500,5,0,Bought-out Bay,1200,2
7000101000,5,0,Bought-out Bay,1200,2
4110003500,5,0,Sub-Assembly Area,1200,2
4110003600,5,0,Sub-Assembly Area,1200,2
4110003700,5,0,Sub-Assembly Area,1200,2
4020101000,5,0,Sub-Assembly Area,1200,2
4020101100,5,0,Sub-Assembly Area,1200,2
7280095115,5,0,Bought-out Bay,1200,2
7200100100,5,0,Bought-out Bay,1200,2
7200100200,5,0,Bought-out Bay,1200,2
6110100300,5,0,Bought-out Bay,1200,2
6110100400,5,0,Bought-out Bay,1200,2
4110003800,5,0,Sub-Assembly Area,1200,2
4110003900,5,0,Sub-Assembly Area,1200,2
4110004300,5,0,Sub-Assembly Area,1200,2
4110004000,5,0,Sub-Assembly Area,1200,2
4110004100,5,0,Sub-Assembly Area,1200,2
4110004200,5,0,Sub-Assembly Area,1200,2
4110004400,5,0,Sub-Assembly Area,1200,2
4110004500,5,0,Sub-Assembly Area,1200,2
4110004600,5,0,Sub-Assembly Area,1200,2
4110004700,5,0,Sub-Assembly Area,1200,2
4110004800,5,0,Sub-Assembly Area,1200,2
4110005000,5,0,Sub-Assembly Area,1200,2
3131000100,5,0,Sub-Assembly Area,1200,2
4110004900,5,0,Sub-Assembly Area,1200,2
4110005100,5,0,Sub-Assembly Area,1200,2
4110005200,5,0,Sub-Assembly Area,1200,2
4110005600,5,0,Sub-Assembly Area,1200,2
4110005300,5,0,Sub-Assembly Area,1200,2
4110005400,5,0,Sub-Assembly Area,1200,2
4110005500,5,0,Sub-Assembly Area,1200,2
4110005700,5,0,Sub-Assembly Area,1200,2
4110005800,5,0,Sub-Assembly Area,1200,2
4110006200,5,0,Sub-Assembly Area,1200,2
4110005900,5,0,Sub-Assembly Area,1200,2
4110006000,5,0,Sub-Assembly Area,1200,2
4110006100,5,0,Sub-Assembly Area,1200,2
4110006300,5,0,Sub-Assembly Area,1200,2
4110006400,5,0,Sub-Assembly Area,1200,2
4110011200,5,0,Sub-Assembly Area,1200,2
4110011300,5,0,Sub-Assembly Area,1200,2
4110011400,5,0,Sub-Assembly Area,1200,2
4110011500,5,0,Sub-Assembly Area,1200,2
4110011600,5,0,Sub-Assembly Area,1200,2
4110011700,5,0,Sub-Assembly Area,1200,2
4110011800,5,0,Sub-Assembly Area,1200,2
4110011900,5,0,Sub-Assembly Area,1200,2
4110012000,5,0,Sub-Assembly Area,1200,2
4110012100,5,0,Sub-Assembly Area,1200,2
4110012200,5,0,Sub-Assembly Area,1200,2
4110012300,5,0,Sub-Assembly Area,1200,2
4110012400,5,0,Sub-Assembly Area,1200,2
4110012500,5,0,Sub-Assembly Area,1200,2
2000300100,2,0,Sub-Assembly Area,120000,1
2000300200,2,0,Sub-Assembly Area,120000,1
2000301000,2,0,Sub-Assembly Area,120000,1
2000301200,2,0,Sub-Assembly Area,120000,1
4001014000,4,0,Raw Materials Store,18000,2
4001014100,4,0,Raw Materials Store,18000,2
4001014200,4,0,Raw Materials Store,18000,2
4001014300,4,0,Raw Materials Store,18000,2
