ItemCode,PartCode,OldItemCode,ItemName,Category,MaterialProcessSources,Unit,PurchaseUOM,ConversionFactor,InHouseStock,ExternalStock,MinStockQty,MinOrderQty,UnitPrice,LeadTimeDays,Location,QCTrigger,TestReportRequired,WeightKg,Specification
3000002400,A-10236,A-10236,LOCKING UNIT LINEAR MTG BRACKET - 110 TON,BOM,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,NONE,NO,1.0,Standard BOM specification
4110006500,A-10352,A-10352,INJECTION MANIFOLD - NG10,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110006600,A-11197,A-11197,LOCKING MANIFOLD NG10-NG6-NG6,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110006700,A-10355,A-10355,EJECTOR MANIFOLD NG6,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110006800,A-10351,A-10351,PRESSURE MANIFOLD BG06,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110006900,A-10795,A-10795,EJECTOR ROD - 90 TON,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110012600,A-10796,A-10796,EJECTOR ROD - 110 TON,BOM,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,NONE,NO,1.0,Standard BOM specification
4110007000,A-10118,A-10118,NOZZLE CYLINDER EXTENSION ROD 90-280,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110012700,A-10392,A-10392,NOZZLE CYLINDER EXTENSION ROD 110-420,BOM,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,NONE,NO,1.0,Standard BOM specification
4110007100,A-10115,A-10115,NOZZLE CYLINDER EXTENSION ROD MTG,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110007200,A-10116,A-10116,NOZZLE CYLINDER EXTENSION ROD MTG BUSH,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110007300,A-10348,A-10348,NOZZLE CYLINDER STOP LIMIT SWITCH OPERATING PIN,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110007400,A-10349,A-10349,NOZZLE CYLINDER STOP SLIDER,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110007500,A-12014,A-12014,INJECTION UNIT SETTING BLOCK,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110007600,A-10011,A-10011,INJECTION FRAME MTG BOLT M27 X 35LG,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110007700,A-10588,A-10588,INJECTION GUARD MTG STUD,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110007800,A-10800,A-10800,CROSS HEAD LIMIT SWITCH OPERATING PIN-90,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110012800,A-12051,A-12051,CROSS HEAD LIMIT SWITCH OPERATING PIN-110,BOM,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,NONE,NO,1.0,Standard BOM specification
4110007900,A-10350,A-10350,MOLD HEIGHT STOP LIMIT SWITCH OPERATING PIN-90 TON,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110008000,A-10385,A-10385,INJECTION MANIFOLD MTG PLATE - 280,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110012900,A-10387,A-10387,INJECTION MANIFOLD MTG PLATE - 420,BOM,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,NONE,NO,1.0,Standard BOM specification
4110008100,A-10386,A-10386,INJECTION MANIFOLD MTG STRIP - 280,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
4110013000,A-10491,A-10491,INJECTION MANIFOLD MTG STRIP - 420,BOM,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,NONE,NO,1.0,Standard BOM specification
4110008200,A-12035,A-12035,GREASE PUMP MOUNTING PLATE,MF,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,MANDATORY,YES,1.0,Standard MF specification
3130800100,A-10705,A-10705,JUNCTION BOX COVER,LC,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,NONE,NO,1.0,Standard LC specification
3130800200,A-10706,A-10706,PLC BOX COVER,LC,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,NONE,NO,1.0,Standard LC specification
3130800300,A-10707,A-10707,HEATER WIRE JUNCTION BOX COVER,LC,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,NONE,NO,1.0,Standard LC specification
3131100100,A-10585,A-10585,PLC BOX  MTG TOP BRACKET,LC,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,NONE,NO,1.0,Standard LC specification
3131100200,A-10586,A-10586,PLC BOX MTG BOTTOM BRACKET,LC,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,NONE,NO,1.0,Standard LC specification
3131100300,A-10131,A-10131,"MOLD HEIGHT STOP LIMIT SWITCH 
OPERATING PIN MTG BRACKET",LC,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,NONE,NO,1.0,Standard LC specification
3131100400,A-10132,A-10132,MOLD HEIGHT STOP LIMIT SWITCH MTG BRACKET,LC,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,NONE,NO,1.0,Standard LC specification
3131100500,A-10068,A-10068,CROSS HEAD LOCKING LIMIT STOP PIN MTG BRACKET,LC,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,NONE,NO,1.0,Standard LC specification
3131100600,A-10072,A-10072,TOGGLE LIMIT SWITCH MTG BRACKET,LC,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,NONE,NO,1.0,Standard LC specification
3131100700,A-10345,A-10345,EJECTOR LINEAR MTG BRACKET,LC,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,NONE,NO,1.0,Standard LC specification
3131100800,A-10587,A-10587,HEATER WIRE JUNCTION BOX MTG BRACKET,LC,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,NONE,NO,1.0,Standard LC specification
3131100900,A-10123,A-10123,HYD MOTOR RPM PROXY SENSOR MTG BRACKET,LC,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,NONE,NO,1.0,Standard LC specification
3131101000,A-10055,A-10055,INJECTION LINEAR MOUNTING BRACKET - 280,LC,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,NONE,NO,1.0,Standard LC specification
3131101400,A-10056,A-10056,INJECTION LINEAR MOUNTING BRACKET - 420,BOM,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,NONE,NO,1.0,Standard BOM specification
3131101100,A-10069,A-10069,INJECTION LINEAR SHAFT MTG BRACKET - 280,LC,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,NONE,NO,1.0,Standard LC specification
3131101200,A-10074,A-10074,NOZZLE CYLINDER LIMIT SWITCH PIN MTG BRACKET,LC,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,NONE,NO,1.0,Standard LC specification
3131101300,A-10344,A-10344,NOZZLE CYLINDER STOP LIMIT SWITCH MTG BRACKET,LC,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,NONE,NO,1.0,Standard LC specification
3131300100,A-10497,A-10497,INJECTION GUARD SUPPORT BRACKET - 280,LC,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,NONE,NO,1.0,Standard LC specification
3131300200,A-10496,A-10496,INJECTION GUARD SUPPORT BRACKET - 420,BOM,In-house,NOS,NOS,1,5,0,2,2,1200,7,Sub-Assembly Area,NONE,NO,1.0,Standard BOM specification
6160100100,D-10001,D-10001,DSG-01-3C2-D24 (YUKEN),BO,Bought-out,NOS,NOS,1,5,0,2,2,1200,7,Bought-out Bay,NONE,NO,1.0,Standard BO specification
6160100200,D-10002,D-10002,DSG-01-3C4-D24 (YUKEN),BO,Bought-out,NOS,NOS,1,5,0,2,2,1200,7,Bought-out Bay,NONE,NO,1.0,Standard BO specification
6160100300,D-10003,D-10003,DSG-03-3C2-D24 (YUKEN),BO,Bought-out,NOS,NOS,1,5,0,2,2,1200,7,Bought-out Bay,NONE,NO,1.0,Standard BO specification
6160100400,D-10006,D-10006,DSG-03-3C12-D24 (YUKEN),BO,Bought-out,NOS,NOS,1,5,0,2,2,1200,7,Bought-out Bay,NONE,NO,1.0,Standard BO specification
6160100500,,,DSG-01-2B2B-D24 (YUKEN),BO,Bought-out,NOS,NOS,1,5,0,2,2,1200,7,Bought-out Bay,NONE,NO,1.0,Standard BO specification
6170100100,D-10302,D-10302,PRESSURE RELIEF VALVE - BG-03-HP32 (YUKEN),BO,Bought-out,NOS,NOS,1,5,0,2,2,1200,7,Bought-out Bay,NONE,NO,1.0,Standard BO specification
